2018-11-30 12:53:53.685483	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:53.824712	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:53.980424	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:54.127606	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:54.279214	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:54.430826	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:54.578288	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:55.639216	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:55.778637	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:55.929967	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:56.081759	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:56.228947	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:56.380799	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:56.532042	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:57.732464	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:57.879733	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:58.031265	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:58.182858	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:58.330456	0.02	0.0	0.0	0.0	0.0	0.0
2018-11-30 12:53:58.482042	0.02	0.0	0.0	0.0	0.0	0.0
