2018-12-05 11:50:05.705075	2.93	2.04	0.43	0.0	0.31	0.0
2018-12-05 11:50:05.860755	2.94	2.04	0.43	0.0	0.31	0.0
2018-12-05 11:50:06.004229	2.94	2.04	0.44	0.0	0.29	0.0
2018-12-05 11:50:06.151864	2.94	2.04	0.43	0.0	0.28	0.0
2018-12-05 11:50:06.299114	2.94	2.04	0.44	0.0	0.29	0.0
2018-12-05 11:50:06.450667	2.94	2.04	0.44	0.0	0.3	0.0
2018-12-05 13:58:25.818225	1.67	2.84	2.59	1.57	1.87	0.0
2018-12-05 13:58:26.117331	1.67	2.84	2.6	1.54	1.86	0.0
2018-12-04 14:32:03.021179	2.28	3.09	0.0	0.15	0.0	2.14
2018-12-04 14:32:03.320395	2.24	3.09	0.0	0.14	0.0	2.13
2018-12-04 14:32:03.623448	2.24	3.09	0.0	0.16	0.0	2.06
