2018-11-27 14:05:33.977135	3.51	0.06	3.05	0.37	1.11	0.98
2018-11-27 14:05:34.124822	3.51	0.06	3.05	0.36	1.12	1.0
2018-11-27 14:05:34.272030	3.51	0.06	3.05	0.36	1.13	1.01
2018-11-27 14:05:34.428009	3.51	0.06	3.05	0.38	1.14	1.0
2018-11-27 14:05:34.575221	3.51	0.06	3.05	0.39	1.13	1.0
2018-11-27 14:05:34.722802	3.51	0.06	3.05	0.4	1.08	1.01
2018-11-27 14:05:34.874336	3.51	0.06	3.05	0.43	1.05	1.04
2018-11-27 14:05:35.025607	3.51	0.06	3.05	0.43	1.02	1.07
2018-11-27 14:05:35.177262	3.51	0.06	3.05	0.42	0.92	1.09
2018-11-27 14:05:35.324764	3.51	0.06	3.05	0.42	0.83	1.09
2018-11-27 14:05:35.476463	3.52	0.06	3.06	0.41	0.79	1.11
2018-11-27 14:05:35.628054	3.51	0.06	3.06	0.41	0.76	1.12
2018-11-27 14:05:35.771381	3.51	0.06	3.06	0.43	0.76	1.15
2018-11-27 14:05:35.927065	3.51	0.06	3.06	0.44	0.79	1.17
2018-11-27 14:05:36.078512	3.52	0.06	3.06	0.44	0.81	1.18
2018-11-27 14:05:36.229910	3.51	0.06	3.06	0.44	0.84	1.17
2018-11-27 14:05:36.373374	3.52	0.06	3.06	0.43	0.86	1.18
2018-11-27 14:05:36.524900	3.52	0.06	3.06	0.42	0.87	1.17
2018-11-27 14:05:36.676757	3.52	0.06	3.06	0.4	0.86	1.17
2018-11-27 14:05:36.823893	3.51	0.06	3.06	0.37	0.86	1.16
